index,stars
0,4.020463000136121
1,4.569174752614471
2,3.8598161484150837
3,3.6447332802243833
4,1.5893343214132634
5,4.543531302634496
6,4.2633404943738
7,3.5963916576020307
8,4.221931351593565
9,4.85079433746663
10,4.401835332903538
11,3.0854413123862363
12,3.3687241901241487
13,4.793587219966951
14,3.572053978313299
15,4.008577339192064
16,3.4171741215771956
17,3.7659590628001056
18,2.232384433773407
19,3.5657943374666305
20,5.322103395695931
21,3.036233703839208
22,3.5085773391920636
23,4.654228346529341
24,3.137923658462841
25,4.2829262835646675
26,4.56923938797191
27,4.7141577568948705
28,3.3042383120498755
29,4.9099623295941885
30,4.698816584070404
31,4.008577339192064
32,4.290622490016403
33,2.7326042755998428
34,5.120891007878652
35,3.905666813016805
36,1.568247391907132
37,3.764080936658763
38,4.385194337466631
39,3.2645943374666304
40,4.100425649572911
41,4.80220574664164
42,4.18719802874016
43,4.065914919699363
44,4.051824067003368
45,4.086064479735811
46,2.443088100176366
47,5.147040405548487
48,3.2769943374666304
49,4.148543521831879
50,2.2645943374666304
51,3.663051983037329
52,4.0016676195211875
53,2.545127559778039
54,5.008577339192064
55,4.253734384903214
56,3.331345678903808
57,3.881745974129299
58,3.535760746154152
59,4.408860979457052
60,4.210724408534974
61,3.99709542037124
62,3.6833821749381985
63,4.8887943374666305
64,3.8040677483625083
65,3.6747087049413603
66,1.2323582815165797
67,4.008577339192064
68,2.860228970550722
69,4.438253238490285
70,2.8142841747104095
71,5.008577339192064
72,4.012031521098548
73,3.6007903075720598
74,4.008577339192064
75,3.731178081385348
76,4.49829672208642
77,3.1947549930150685
78,4.574494785293164
79,4.085752588184113
80,3.7176708707759416
81,2.6206763483632494
82,5.057204599407562
83,3.99794242514329
84,4.139815392715363
85,3.797868289329336
86,5.27079433746663
87,3.2587293987434123
88,5.966288528562598
89,2.9537943374666304
90,3.277479767249908
91,4.5182907386942475
92,1.9045943374666305
93,4.177897341319727
94,3.4148907566192856
95,2.8931810263896622
96,2.6836305503136493
97,4.095427989500886
98,4.008577339192064
99,3.4317830983686015
100,4.212664129730969
101,4.072050807805274
102,4.085992718774554
103,4.2730929868101715
104,4.010789220534957
105,4.013791305664783
106,5.00533704512185
107,3.7311335195580364
108,4.366460516906705
109,3.768588704375944
110,4.204086951174676
111,4.411764012322043
112,3.5085773391920636
113,4.146526548621352
114,4.008577339192064
115,4.562556273148472
116,3.5085773391920636
117,3.6973471144707357
118,4.720394337466631
119,4.798348752243938
120,4.313770434429351
121,3.865630739494415
122,3.0085773391920636
123,4.268558621525704
124,3.9133618430045574
125,4.008577339192064
126,2.4911164734925926
127,4.389779926890431
128,4.273194337466631
129,4.1123664602512005
130,4.6479242171822195
131,4.5035641529152795
132,4.650220763721674
133,4.132326415666783
134,4.415794337466631
135,2.9856254915327174
136,2.435141632749084
137,5.280794337466631
138,4.475804758085497
139,4.008577339192064
140,2.7134051789999876
141,4.008577339192064
142,4.008577339192064
143,3.818855082982613
144,4.075770418201636
145,3.2934550137510117
146,4.072103129007565
147,4.303994337466631
148,3.9042593777365973
149,5.334437836290858
150,3.387683796025092
151,3.259411393216677
152,4.008577339192064
153,4.2270466645574105
154,3.6227778450113646
155,4.402958617072492
156,4.973048499120452
157,4.383457382299457
158,3.5085773391920636
159,4.065756456645826
160,4.2467308526583025
161,2.999996049639162
162,3.4655196136929365
163,3.4073818603166317
164,4.903238619084942
165,3.9711935226160784
166,3.4587943374666303
167,4.008577339192064
168,4.240122760721954
169,3.694454804635897
170,4.696370330814892
171,4.005241254390165
172,5.700794337466631
173,3.5085773391920636
174,3.9461326771473297
175,4.159204277251578
176,3.465007725009369
177,3.906427805171265
178,3.5085773391920636
179,2.8652449692981596
180,4.123678694394327
181,3.2348512167385737
182,4.884557042058514
183,3.580453833389782
184,4.77138706187116
185,4.135337858096398
186,4.008577339192064
187,5.0926922880283465
188,2.395563090643833
189,5.0992474132820576
190,2.9397865116544244
191,5.008577339192064
192,4.12554256475639
193,4.387376085852378
194,3.3419943374666303
195,3.9887475323658497
196,3.9207943374666305
197,2.865113238716368
198,4.31992900452005
199,3.804045738451238
200,2.6628555037735073
201,3.8765827738769896
202,4.2045393788539105
203,4.73520036358767
204,4.508577339192064
205,5.278274667273844
206,4.141999643489479
207,4.019221464323848
208,4.152002305039403
209,3.1263940092786884
210,4.530431965441971
211,3.5085773391920636
212,3.3274037396097103
213,3.947633471840144
214,3.9280218039354047
215,2.6014600066804734
216,3.8851712419066544
217,4.008577339192064
218,4.008577339192064
219,5.493566237013038
220,3.5085773391920636
221,3.57804962342168
222,4.023478047278903
223,3.4447951785138273
224,2.9341226743301214
225,4.107287330655304
226,4.992094397741752
227,4.564054068170368
228,3.4311028936909826
229,4.508577339192064
230,3.0085773391920636
231,3.8245157319214464
232,4.356399576650454
233,4.82338334925147
234,5.213187236141519
235,3.1699981730864666
236,2.962046490934963
237,2.2574650290574136
238,3.918853131283612
239,4.198392722818222
240,3.001664881035748
241,3.3885855010041457
242,4.326774277806429
243,3.9128164620031645
244,3.7406588803035286
245,5.703370913063823
246,4.28679433746663
247,2.974781391025538
248,4.395305034264041
249,3.0085773391920636
250,4.368156548951217
251,2.8691050763548547
252,4.508577339192064
253,4.508577339192064
254,1.1429996750567073
255,4.508577339192064
256,5.008471417223947
257,3.3156448977302744
258,4.946841291590561
259,3.9038690045540116
260,3.9902042154959
261,4.508577339192064
262,3.636435838734699
263,3.8603943374666305
264,4.167150928835849
265,2.9463943374666304
266,4.717263532237396
267,3.0578414907274176
268,3.762123587762748
269,4.99156429045737
270,3.206303923946827
271,4.401353005245337
272,3.2425943374666306
273,4.151955665708528
274,4.700794337466631
275,4.508577339192064
276,3.3784800627235376
277,4.862018044897483
278,3.0085773391920636
279,4.034325636765145
280,3.6199112888991003
281,3.6853431237191434
282,4.367794337466631
283,4.424846001579006
284,5.02698758859862
285,3.1222990417360874
286,3.5299943374666305
287,3.0955052764499507
288,3.2244441655595524
289,3.926316490028889
290,3.5085826219533107
291,1.8665788014724112
292,4.549091095950437
293,4.12429823928419
294,3.5085773391920636
295,3.1467753878012736
296,3.8714916352700137
297,4.0435551256919595
298,4.1814285800908255
299,5.133835071644249
300,4.1487328821283915
301,4.891732025187425
302,4.183477142567226
303,3.1074188731749914
304,4.422341040399708
305,3.879440036895689
306,4.508577339192064
307,4.835038448314268
308,2.4302309649178753
309,5.035370435411897
310,4.366678977061286
311,3.71102635037279
312,3.5913943374666304
313,3.5963472313777194
314,3.5269085772932796
315,3.9800684081522038
316,5.435572681184545
317,4.2996068242416765
318,2.7857848422939564
319,4.003539654573509
320,3.69925617764194
321,3.36213273067337
322,4.946116775515638
323,4.928540648300097
324,3.6457769587774265
325,4.173562816713554
326,4.79299433746663
327,4.038387353933425
328,3.6718497790883915
329,3.8438122160925885
330,5.06079433746663
331,1.7455299700703026
332,4.706877380372588
333,3.9217961651246513
334,4.591449327951929
335,2.6886506261277368
336,2.4996824049387802
337,4.311171295679282
338,4.594754149575684
339,4.164426913658579
340,4.862603929083745
341,3.4172167985585427
342,4.008577339192064
343,3.508412531689326
344,3.463642597872536
345,4.92656295736025
346,3.4830780744822003
347,3.505287730510408
348,3.643721359519633
349,3.0917810376685133
350,4.62172166365303
351,3.291249106704683
352,4.008577339192064
353,4.308698126032095
354,2.011065537902543
355,4.0801362026659325
356,4.842588437037342
357,4.9207943374666305
358,2.6302653949489705
359,3.8746308406283845
360,2.864164470067023
361,4.451467617275463
362,4.2613410494699355
363,4.409594337466631
364,5.008577339192064
365,4.508577339192064
366,4.745677006881283
367,2.581900484037454
368,2.483969780503583
369,3.7107943374666306
370,3.2375723785809623
371,3.063726687228398
372,4.121076454278712
373,3.3291752588965626
374,5.520902197840291
375,3.4199312108449007
376,4.067919300612922
377,4.508577339192064
378,4.511565671088692
379,3.218531419969556
380,3.750404443379051
381,4.1060725990716245
382,3.6498157941660785
383,3.715596941123129
384,3.9184910194305473
385,4.136493109310087
386,3.233930408469711
387,3.6780800540167133
388,4.6132677276489265
389,4.305482403451102
390,4.088719206322712
391,3.866574806602358
392,3.711475048751864
393,4.672187837118832
394,4.7582584902407605
395,5.39797232519019
396,3.72373277352978
397,3.834541183773551
398,3.5085773391920636
399,2.8916972502206324
400,3.418049565843614
401,3.5085773391920636
402,4.209121604641445
403,2.70916687780678
404,3.864761400257674
405,3.8019658586307328
406,3.6687982163217656
407,4.15854510697599
408,3.5956581118565576
409,4.740019387676839
410,3.8894997406306713
411,1.0679399528435063
412,4.946586354261201
413,3.3498485933331197
414,4.345955712085492
415,4.1989172207023
416,3.697463160640864
417,4.110186680701059
418,4.066994337466631
419,2.7778310976478586
420,4.8487474594347715
421,4.933855083904522
422,3.5085773391920636
423,3.6675943374666304
424,4.071821221158218
425,4.343087152472385
426,4.508577339192064
427,3.5085773391920636
428,4.564851522085133
429,4.40007524689559
430,2.35495392011295
431,3.360939419994546
432,3.788975973911505
433,4.538771209923892
434,3.1625943374666305
435,3.741429113688733
436,2.253844393752998
437,4.574194337466631
438,3.129065336155884
439,4.410794337466631
440,4.84022511452449
441,2.5820966694256926
442,3.0445943374666307
443,4.508577339192064
444,4.2790723510189785
445,4.6194585815781855
446,3.8407831729529773
447,4.819990983252906
448,4.450141725742526
449,3.09833815479758
450,3.4735291640054666
451,2.884457524722713
452,4.273691022126964
453,3.149410774447071
454,4.033999244884474
455,4.160189877463917
456,5.215677016249343
457,4.746125079207385
458,2.9210573170051526
459,2.921705734761193
460,4.39619433746663
461,4.123930785906994
462,4.545018370214596
463,4.224157253522065
464,3.412308566147607
465,3.9592150941381994
466,4.504640509198468
467,2.9107943374666307
468,5.1345943374666305
469,4.575747411158869
470,3.1000116588573903
471,3.4647943374666306
472,4.008577339192064
473,3.4278690910787857
474,4.049638283172444
475,4.33042905290269
476,4.385681316561712
477,2.9403326103298486
478,4.278194337466631
479,3.91943110760835
480,1.914058245872601
481,3.5085773391920636
482,3.9448255760359414
483,4.522543545916856
484,4.272754675604713
485,4.580394337466631
486,1.4248042811472543
487,3.836992768854041
488,4.798803127291296
489,4.896282456198708
490,4.157129502941307
491,4.588658795134263
492,3.662640013469668
493,4.8937253507495955
494,4.49974480467585
495,4.108306758801709
496,4.486334084067363
497,4.186608995416375
498,4.512587710036439
499,4.008577339192064
500,3.62154401949052
501,4.2595926605556995
