index,stars
0,4.097359399703901
1,4.402680886457448
2,3.842094981289547
3,3.583832163862475
4,2.1481597553785394
5,4.185357803371328
6,4.122863688963475
7,3.72771092326568
8,4.091253887373959
9,4.335760416627284
10,4.229826887168127
11,3.2844204556768677
12,3.4884432459333485
13,4.554031892350506
14,3.638727584424017
15,3.9699049763419594
16,3.513876807392637
17,3.8497550613573317
18,2.671277774567658
19,3.6701102137593984
20,4.810973861054521
21,3.2136445892084007
22,3.5836778925422417
23,4.351098506816772
24,3.268928542033405
25,4.138097872638381
26,4.286468617911234
27,4.523481855615083
28,3.450662775100716
29,4.712941854191323
30,4.3102888002593645
31,3.984989863622819
32,4.1179997612963195
33,3.003895141884458
34,4.514329078454118
35,3.847621719169897
36,2.1945523613690874
37,3.692547452786032
38,4.356907071211882
39,3.5414305198703233
40,3.944243231043748
41,4.413271574811715
42,4.065317081542185
43,3.9484344308914037
44,3.94013790886231
45,3.996342753426887
46,2.8765048940803135
47,4.701349805767897
48,3.434195928964993
49,4.098268304320937
50,2.730933037129244
51,3.7176481677588633
52,3.9106542423745996
53,2.915833774847932
54,4.753371887548937
55,4.159375427608856
56,3.4649885323949756
57,3.8359070328083558
58,3.647097497844585
59,4.2762521798331985
60,4.0349845404308216
61,3.8967132260916086
62,3.51324312008816
63,4.494114883169896
64,3.756776949955669
65,3.6369745210850524
66,1.8583171782682038
67,4.027561185452395
68,3.2677600713210797
69,4.114329284499323
70,3.1710221065394837
71,4.515923159179646
72,3.9744662829151776
73,3.661322263281316
74,3.868287170190554
75,3.8046375447733007
76,4.318369464358007
77,3.2073220006422574
78,4.331614199886024
79,3.9642858171675375
80,3.832398599409988
81,3.0708556561040874
82,4.633752960564559
83,3.9181495088737748
84,4.171483289321825
85,3.6907904400948928
86,4.703813264609137
87,3.4303983376470923
88,5.244857304738046
89,3.179099889153175
90,3.3787992284438317
91,4.331268872096937
92,2.50163948984446
93,4.175947083994517
94,3.492185673624989
95,3.1355068294521358
96,2.7453934957626256
97,4.003509318538571
98,4.041832262061572
99,3.4819906110935683
100,4.139301667243666
101,3.9877979073596763
102,3.9600212175929053
103,4.144492038571817
104,3.9123316944204842
105,4.0014923597611105
106,4.612248687938084
107,3.887178918621915
108,4.205426528270424
109,3.7792885284423345
110,4.214515397116619
111,4.252980505122073
112,3.5381267438434967
113,4.013471877104245
114,3.827271848929311
115,4.413383001095698
116,3.559922502312185
117,3.7709495349660087
118,4.358091486728839
119,4.439128265671959
120,4.1499840107368735
121,3.84255716000838
122,3.2136817091561896
123,4.115400261778792
124,3.860878516805814
125,3.8477379076100195
126,2.7905003164561855
127,4.161483360047556
128,4.086336444922153
129,4.064346966792819
130,4.349538822673636
131,4.309977881960398
132,4.43442628352572
133,4.059033620032766
134,4.2011168059361825
135,3.1741126905409267
136,2.7777759046105976
137,4.8163656277746725
138,4.296919097226145
139,3.8942487193953212
140,3.148886336261927
141,4.076450594962354
142,4.048174117454321
143,3.8207909243223988
144,3.9423724862401266
145,3.5036312032523274
146,3.9903613286779027
147,4.132699474265534
148,3.8832793241068035
149,4.875412351693985
150,3.501953294052746
151,3.2861548762355675
152,3.8942738138135016
153,4.123697258448027
154,3.6277406219785933
155,4.13553069284855
156,4.670126752194856
157,4.197242645916891
158,3.6625789974279446
159,3.998888803284959
160,4.150647619546865
161,3.2660730703549694
162,3.563972228723351
163,3.493264504176702
164,4.4858009035468385
165,4.007294262332174
166,3.573795162150759
167,3.9554629678134523
168,4.08323018813228
169,3.7854238603725934
170,4.326535781197526
171,3.9477396404171987
172,4.8653222377795355
173,3.589399894177099
174,3.969926859225465
175,4.076882623561152
176,3.5596166585364566
177,3.9431773971240043
178,3.607218142384121
179,3.0635752121446256
180,4.041520062660101
181,3.4424741389062126
182,4.516938821833913
183,3.6486328943864055
184,4.4677837862443255
185,3.981653748734436
186,4.073675263025384
187,4.802674546503226
188,2.6869655553669345
189,4.68184459073268
190,3.114235877801456
191,4.765203687452618
192,4.076355581094973
193,4.259430528299058
194,3.3316033697004483
195,3.880194620182891
196,3.965451088288245
197,3.194638226159733
198,4.266592681539951
199,3.743615322952773
200,2.989265623014401
201,3.84194963166774
202,4.0350753925141
203,4.555572686242272
204,4.27200788805276
205,4.810666899924897
206,4.056077266745143
207,3.959328142827017
208,4.077571793850934
209,3.125182871715433
210,4.385409741568164
211,3.6856496969785724
212,3.4459847151951717
213,3.9640052251144824
214,3.8868564299619184
215,2.9559082072053506
216,4.008186213831071
217,3.8663042760418276
218,3.9632176104429115
219,4.746136247406727
220,3.6198587144579273
221,3.667108833437881
222,3.890821007479023
223,3.545684081084724
224,3.0924722286546906
225,4.01230458374376
226,4.710110434234684
227,4.3828048666784305
228,3.4885952062615866
229,4.248773048763958
230,3.1979327628595415
231,3.8398803618273467
232,4.314366345698295
233,4.439208513244541
234,4.76601017289178
235,3.3905972712931263
236,3.238973067586506
237,2.6563861925626133
238,3.9340411541409392
239,4.0571928413961365
240,3.2196535865985707
241,3.4788659227585637
242,4.0905291570732025
243,3.859017340223577
244,3.7915158681106536
245,5.244086228392312
246,4.074050675248056
247,3.3621502858619876
248,4.194245661335332
249,3.2723947558742106
250,4.181325357706169
251,3.0204876036688786
252,4.369221850513073
253,4.071375330262093
254,1.8765388089729722
255,4.294586474223984
256,4.5655441544704445
257,3.3761485772587356
258,4.444255661987888
259,3.9334203030877735
260,3.8646874891879452
261,4.300829204537364
262,3.6106530821382856
263,3.786736647195953
